12.64 270559
13.59 477611
14.64 693383
15.60 913082
16.64 1114440
17.65 1287320
19.57 1489575
20.65 1689722
21.61 1863862
22.64 2075084
23.63 2366494
24.64 2529749
26.62 2745884
27.66 2948742
28.66 3146065
29.61 3314154
30.59 3480166
31.66 3648255
33.61 3870535
34.61 4076503
35.64 4296576
36.62 4548477
37.68 4848058
38.69 5089534
40.73 5330480
41.66 5544183
42.64 5743927
43.66 5977206
44.67 6261853
45.66 6425105
47.63 6619211
48.60 6809275
49.67 7008006
50.62 7187416
51.60 7390013
52.68 7566569
54.69 7807692
55.63 8031718
56.69 8211250
57.65 8413532
58.60 8607439
59.72 8750487
61.58 8957384
62.60 9160954
63.76 9401002
64.67 9603578
65.66 9837863
66.66 10025107
68.67 10296332
69.58 10470096
70.56 10646359
71.64 10851940
72.64 11077495
73.67 11220109
75.63 11445336
76.63 11676358
77.68 11862512
78.72 12098693
79.67 12355146
80.68 12550530
82.60 12777590
83.67 12994930
84.58 13228873
85.68 13459547
86.57 13673935
87.60 13848201
89.61 14045134
90.73 14254837
91.59 14416339
92.61 14635061
93.68 14852842
94.67 15018175
96.60 15224734
97.63 15458668
98.62 15666856
99.66 15893011
100.66 16084729
101.70 16276031
103.70 16531273
104.65 16741685
105.79 16970657
106.60 17154515
107.66 17427695
108.66 17595295
110.72 17818992
111.67 18018756
112.62 18195954
113.60 18425383
114.69 18748954
115.66 18912691
117.70 19162293
118.65 19340485
119.65 19543519
120.63 19740392
121.63 20000098
122.66 20147466
124.72 20385142
125.66 20578159
126.66 20795587
127.61 20983798
128.71 21191687
129.66 21334762
131.67 21626592
132.58 21831615
133.65 22091390
134.72 22326637
135.66 22649257
137.0 22851071
