75.275 0
1.49 380804
3.94 514125
3.226 677251
3.330 841704
3.463 1016164
3.545 1144204
3.633 1288525
3.683 1361344
3.784 1523705
5.26 1593444
5.129 1745235
5.240 1922785
5.366 2127384
5.427 2228805
5.575 2458484
7.99 2633825
7.144 2707304
7.180 2798164
7.236 2898485
7.295 3000564
7.342 3061945
7.435 3210445
7.492 3316044
7.590 3460805
7.642 3530183
7.743 3663864
9.166 3919505
9.204 4024005
9.249 4096605
9.337 4249504
9.394 4328895
9.477 4458504
9.528 4533511
9.622 4703145
9.758 4926225
9.905 5149304
9.1005 5339605
9.1042 5459725
11.73 5544450
11.164 5668064
11.213 5756284
11.340 5938884
11.433 6052027
11.536 6203544
11.633 6351165
13.109 6489390
13.208 6615825
13.239 6672805
13.301 6765645
13.379 6882465
13.430 6955505
13.483 7031404
13.541 7113253
15.112 7285064
15.163 7366837
15.219 7438625
15.365 7669845
15.382 7717804
17.34 7789914
19.141 7990034
19.226 8156704
21.86 8296624
21.177 8418285
23.55 8554464
23.94 8638285
25.56 8720938
25.127 8824185
25.192 8942105
27.83 9047044
27.192 9216004
29.32 9307085
31.56 9404544
31.102 9497825
31.144 9577025
31.272 9738626
31.327 9832004
31.441 10002505
33.74 10103485
35.111 10255065
35.216 10419624
35.284 10553385
35.329 10652758
35.399 10764585
35.428 10820025
35.476 10906044
35.499 10955544
37.68 11093924
39.71 11218885
39.106 11277624
41.36 11339444
41.69 11393784
41.122 11494545
43.86 11603885
43.139 11709264
43.215 11824628
43.294 11980084
45.132 12183805
47.113 12304364
47.197 12426025
47.283 12569464
49.56 12659004
49.90 12722585
49.129 12819824
51.61 12911254
51.131 13004625
51.167 13080085
51.235 13198444
53.52 13311965
55.20 13351565
55.61 13418884
55.183 13589164
55.239 13669685
55.304 13748885
55.411 13887485
57.59 13979005
59.47 14062385
59.93 14118045
59.150 14206278
59.218 14306364
61.55 14390185
61.108 14463004
61.199 14609965
63.13 14639885
65.30 14682344
67.15 14726785
69.63 14831504
69.141 14920165
69.229 15024445
69.279 15103644
69.307 15160404
69.439 15328264
71.53 15416484
73.55 15491064
73.192 15658045
73.260 15773324
75.71 15886498
