3.18 480044
5.30 557249
7.83 687328
7.204 831364
7.264 920455
7.361 1025422
7.531 1240213
9.114 1378658
9.170 1453868
9.251 1542957
9.328 1638451
9.413 1734188
9.528 1893845
9.631 2023955
11.196 2269629
11.277 2362907
11.379 2490383
11.465 2595379
11.611 2789213
11.709 2925264
11.818 3045768
11.843 3090558
11.919 3193279
13.77 3291536
13.180 3409816
15.125 3592945
17.68 3695634
17.153 3787334
17.241 3901189
19.181 4116841
19.268 4217320
19.300 4269379
19.431 4436073
21.27 4480029
21.136 4593933
21.207 4685545
21.299 4790439
21.384 4895346
21.446 4982435
21.538 5089674
21.618 5174539
21.730 5336052
21.808 5429143
23.127 5603083
23.232 5743718
23.355 5891118
25.106 6028103
25.158 6097371
27.31 6139738
29.107 6264771
31.92 6354061
31.187 6461276
31.265 6557201
33.129 6720189
33.186 6785029
35.106 6933221
35.221 7061759
35.290 7151193
35.372 7247246
35.462 7361110
35.554 7479390
35.677 7611201
35.728 7666963
35.784 7731735
35.816 7772023
37.61 7844093
37.195 8009437
39.54 8078593
41.28 8110702
41.106 8206791
41.106 8208103
43.23 8240601
45.73 8314302
47.15 8343293
49.64 8434805
51.44 8508539
53.38 8568873
55.36 8618015
57.27 8654473
59.11 8683465
61.92 8770551
63.84 8888943
65.104 8996033
67.20 9027354
69.27 9065312
69.123 9176999
69.170 9228475
69.208 9270844
71.85 9367393
73.32 9413704
75.36 9448318
77.19 9493922
79.87 9605772
81.100 9729725
83.119 9855851
85.23 9883428
87.41 9940350
89.115 10082238
91.52 10161653
93.51 10233609
93.250 10446642
93.369 10583690
95.35 10635261
95.217 10866420
97.60 10938298
97.134 11039028
97.176 11081836
97.258 11166963
99.59 11255390
101.55 11313684
103.71 11397136
103.108 11436875
103.199 11529622
103.244 11583394
103.349 11684103
105.57 11758376
107.49 11830026
107.88 11875508
107.111 11908109
107.180 11991577
107.257 12092270
107.298 12146940
107.343 12199861
107.425 12288424
107.510 12372393
107.583 12468717
107.662 12554385
107.733 12621243
107.793 12687395
109.68 12773641
109.102 12816868
111.90 12937698
111.176 13017323
111.235 13085674
111.258 13131115
111.305 13192371
111.464 13352395
111.496 13392831
111.544 13454955
111.651 13582192
113.64 13678166
113.125 13739888
113.181 13796349
113.248 13862525
113.311 13937937
115.73 14034081
115.141 14105471
115.203 14186701
117.87 14294300
117.205 14419716
117.324 14565765
117.379 14640475
117.413 14687891
117.469 14767920
119.49 14833291
119.130 14955152
121.86 15048092
121.135 15105231
121.213 15197588
121.299 15296103
123.85 15398622
125.71 15521046
125.156 15624043
3983.0 31440959
