5.22 1311618
7.31 1411267
7.70 1469174
7.176 1639401
7.237 1751637
7.279 1817532
7.318 1902690
9.59 2028231
9.110 2101694
9.147 2158648
9.220 2260091
9.271 2343688
9.317 2402936
9.343 2444187
9.398 2525078
9.437 2591886
11.43 2700692
11.70 2745414
11.132 2846491
11.204 2977477
11.267 3103573
11.332 3201874
11.409 3294219
11.453 3360099
13.76 3495786
13.115 3564627
13.216 3714499
13.301 3858081
13.416 4021113
13.520 4157328
13.563 4210953
13.605 4287622
15.44 4397481
15.124 4532113
15.166 4603344
15.249 4738950
15.281 4788246
15.308 4843155
17.63 4961771
17.140 5092443
17.220 5227928
17.275 5326592
17.386 5526654
17.470 5688851
17.541 5822642
17.599 5922172
17.635 5980805
17.679 6048688
19.55 6169266
19.106 6273432
19.196 6417230
19.235 6484392
19.279 6561988
19.329 6645806
19.388 6733154
19.446 6846149
21.67 6962251
21.128 7059871
21.215 7217940
21.312 7383357
21.360 7471526
21.445 7599963
21.498 7675682
21.554 7757260
23.58 7868679
23.107 7959746
23.157 8029155
23.206 8100834
25.68 8265101
25.113 8336035
25.163 8437234
25.214 8503312
25.279 8590620
25.342 8679510
25.384 8767463
25.446 8858242
25.516 8941572
25.563 9014981
25.615 9112688
25.687 9212487
25.727 9273217
25.792 9380826
25.876 9490296
27.88 9644774
27.161 9762598
27.268 9931659
27.345 10040479
27.463 10190456
27.552 10310912
27.621 10430921
29.65 10543319
29.191 10701577
31.30 10762720
33.65 10868076
33.119 10930911
33.199 11055283
35.51 11148812
35.85 11197545
37.21 11251569
37.72 11313722
37.127 11391587
39.40 11471893
39.76 11511076
39.131 11577176
41.65 11669554
41.118 11767566
43.41 11841853
45.41 11914351
45.88 11980333
45.203 12137453
45.270 12216022
45.390 12355631
45.442 12428234
45.507 12501792
45.545 12539026
45.609 12624423
47.28 12684177
49.37 12738378
49.99 12820030
51.62 12925482
53.44 12998492
53.103 13080093
55.61 13174291
55.124 13252701
55.151 13296936
55.229 13395535
55.291 13467330
55.342 13523270
55.406 13631924
55.464 13723698
55.541 13824965
55.629 13922057
55.688 14018733
55.774 14130925
55.857 14263472
57.46 14362582
57.116 14466361
57.163 14542769
59.51 14634224
59.109 14701343
