1.21 508033
3.102 681341
3.191 812424
3.284 963529
5.62 1075334
5.168 1217569
5.290 1395862
7.68 1529785
7.146 1640962
9.63 1737696
10.65 1823655
11.64 1895705
12.63 1968409
13.60 2032469
14.55 2087966
16.55 2194733
16.186 2374678
16.251 2497601
16.379 2685912
16.498 2879275
18.33 2977708
18.110 3093154
18.219 3259862
18.272 3337420
18.310 3400293
18.357 3465596
18.399 3521118
18.494 3663439
20.109 3807917
20.188 3910108
20.311 4085619
22.45 4193781
22.116 4296659
22.230 4454497
24.71 4589965
24.162 4743255
24.282 4923398
24.357 5027768
24.406 5094298
24.515 5271472
24.598 5409060
26.64 5524379
26.166 5655705
26.264 5795742
26.376 5982858
26.490 6158463
26.663 6343687
26.794 6543330
26.905 6707816
28.0 6892415
